菜名	简介	食材-主料	食材-配料	制作步骤	URL
东北菜团子	菜团子是我们东北的传统美食.多用素菜来做馅,用玉米面或者黄豆面加少许面粉包裹而成,有粗粮和蔬菜的完美搭配,营养全面,又排毒养生.不过现在的东北人已经不常吃这个了,就是因为它有上述的好处,所以我偶尔会做一做. 馅料放什么主要看个人喜好,由于我个人觉得这个素馅会好吃,所以只加了蔬菜:菠菜和胡萝卜.这两样蔬菜护肝明目,对于上网一族很有好处,而且从营养学上看,每天保证50克以上的粗粮是非常好的.	玉米面, 3碗; 白面, 1碗	菠菜, 1捆; 胡萝卜, 1根	1.  胡萝卜洗净切碎,菠菜洗净焯好后切碎,放入同一盆中，搅拌均匀。2. 放入亚麻籽油。3. 放入五香粉。4.  放入盐。5. 放入味精。6. 玉米面放入盆中。7. 倒入温水，搅拌均匀,放入适量面粉，至粘度适度。8. 取适量面团至于掌心，拍扁。9. 放入馅料，尽量得多，如果第一次包，可以少放，以免不便收口。10.  双手相辅着，一面用拇指向里按馅，一面用手掌向上推面皮，使其收口。11. 电饼铛涂一层油。12. 放入菜团子，倒入适量水，盖上盖子，大火30分钟左右即可。	http://www.haodou.com/recipe/273658
椒香肉丝	因为不太能吃辣，所以如鱼香肉丝般的川菜即使喜欢，却从不多吃，更不曾做过。这次所做的，也不能说它是鱼香肉丝。没有用郫县豆酱炒汁，腌肉时又另放了现磨的黑胡椒粉，二者还是有些不同。所以，宁愿叫它椒香肉丝。 用香辛微辣的现磨黑胡椒粉腌过的肉肉，再经过花椒制热油的煎香，仿如鱼香般的调味汁包裹，便成就了这道融合着酸、甜、咸鲜、微辣等多种滋味、超级开胃爽口的椒香肉丝。配上一碗米饭，那感觉，真真是极好的……	猪肉, 190g; 冬笋, 150g; 水发木耳, 60g; 黄瓜, 60g	油, 适量; 盐, 适量; 黑胡椒粉, 1/4勺; 五香粉, 1/4勺; 白糖, 适量; 葱, 10g; 姜, 3g; 红杭椒, 6g; 香醋, 适量; 料酒, 适量; 生抽, 适量 ; 花椒, 1小勺; 淀粉, 适量 	1. 猪肉洗净，切成丝。2. 冬笋洗净，切成丝。3. 泡发好的木耳冲洗干净，切成丝。4. 黄瓜洗净，切成丝。5. 肉丝放入碗中，放入少许盐、黑胡椒粉、料酒、淀粉，抓拌均匀，腌制20分钟。6. 红杭椒去籽、去筋、切成丝。7. 葱白切丝，姜去皮切丝。8. 在一个小碗中放入适量盐、生抽、香醋、白糖、料酒、水，搅匀成调汁。另一个小碗中放入适量淀粉，加适量水调匀成水淀粉。9. 炒锅中倒入适量油，待油温升高后转中火，下入肉丝，用筷子拨散，炒至肉色变白后盛出。10. 锅中再倒入适量油，待油温升高，放入花椒，炒成黑色出香味后将花椒拨至一边盛出不要，留油。11. 放入五香粉、红椒丝、葱丝、姜丝，翻炒。12. 炒出香味后放入冬笋丝，翻炒。13. 放入木耳丝、黄瓜丝，翻炒。14. 放入肉丝，翻炒。15. 倒入调汁，炒匀。16. 大火收汁，分两次倒入水淀粉，炒匀即可盛出。	http://www.haodou.com/recipe/273630
爆炒猪肝	“爆”是鲁菜的烹饪技艺，我们东北菜源于鲁菜，所以也有很多以“爆”为主要烹饪手法的菜。爆炒就是食材以油为主要导热体，在大火上，极短的时间内灼烫而成熟，调味成菜的烹调方法。脆嫩爽口是爆炒做出来的菜的最大特点。 我们东北菜里的爆炒菜，一般多是肉类和动物肉脏类。今天做的这个爆炒猪肝，是用我之前已经用盐水卤好的猪肝，方同上次做的鸡肝的方一样，这次直接用方温将其爆炒，更香更下饭。	盐水猪肝, 250g	青椒, 1个; 青椒, 半个	1. 胡萝卜用花刀切成条。2.  青椒用手撕成块，用手撕能保证营养成份损失最小。3.  之前酱好的猪肝切片，不要太薄，否则翻炒时容易碎。4.  锅内放入底油，大火加热，油冒烟后下葱姜末爆锅。5. 出香味后，放入胡萝卜翻炒，因为胡萝卜中的有些营养成份是脂溶性的，过油才能被人体吸收，所以先入锅翻炒。6. 放入青椒翻炒。7.  放入猪肝。8.  放入酱油。9.  放入少量盐，因为猪肝已经酱过了，有了咸味。10.  放入五香粉。11.  放入味精，出锅即可。	http://www.haodou.com/recipe/273099
牛肉茼蒿粗粮包	这个包子是极具营养的，而且搭配合理，有牛肉、野菜和粗粮。 牛肉含有丰富的蛋白质，氨基酸组成比猪肉更接近人体需要，能提高机体抗病能力，对生长发育及手术后、病后调养的人在补充失血、修复组织等方面物别适宜。寒冬食牛肉，有暖胃作用，为寒冬补益佳品。 茼蒿中含有特殊香味的挥发油，可消食开胃。含有丰富的维生素、胡萝卜素及多种氨基酸，可以养心安神、降压补脑，清血化痰，润肺补肝，稳定情绪，防止记忆力减退。 玉米中含有大量的营养保健物质，除了含有碳水化合物、蛋白质、脂肪、胡萝卜素外，玉米中还含有核黄素等营养物质。 您看，这样的包子是不是更营养更健康呢，吃多了白面的，来吃些粗粮包子吧！	白面, 300g; 玉米面, 150g; 茼蒿, 300g; 牛肉, 400g	大葱, 适量; 姜, 适量; 酵母, 5g; 温水, 适量	1. 茼蒿洗净切碎，放入适量盐腌制。2. 挤出沙出的水分，加入绞好的牛肉馅。3.  放入香油。4.  放入五香粉。5.  如果腌茼蒿时盐没有加太多怕牛肉不入味可以再加一点盐。6. 放入酱油。7. 放入味精，搅拌均匀，放入冰箱冷藏入味。8.  玉米面与面粉按1：2混合，加入溶于温水的酵母，和成面团，放在烤箱里发酵。9. 发酵至两位大后取出再揉成光滑面团。10.  搓成长条。 12切成大小相等的剂子。11. 每个剂子擀成面皮。12.  取一面皮包入馅料。13.  如图，包成一个包子。14. 将包好的包子入锅蒸25分钟，关火后焖3-5分钟再开锅盖。	http://www.haodou.com/recipe/273961
红豆包	在我小时候，家家每年都要包豆包，有的包粘豆包，有的包豆沙包，小时候，我和弟弟妹妹特别爱吃豆沙馅，总是把豆包里的馅挖出来，拌着白糖吃，把外面的馒头留着不吃，大人们特别无奈。现在大了，现在想起来真的很怀念，虽然已经不那么爱吃这种传统面点了，但是过年了，还是想吃那个味道，i 不在家还是自己在外面做给自己吃吧！	面粉, 100g	温水, 适量; 酵母, 5g; 冷水, 适量; 红豆, 适量	1.  红豆洗净，在水中泡半小时。2.  放入高压锅中煮至软烂。3. 煮好后捞出，滤出红豆水。4. 面粉用溶入酵母的温水和成光滑的面团，放温暖处发酵一小时。5. 发至2倍大。6. 发酵好后再揉成光滑的面团，搓成长条，切成大小均匀的剂子。7.  擀成面皮。8.  将红豆沙放入面皮中。9.  收口，整理成馒头状。10. 放入温暖处发酵半小时， 放入锅中蒸20分钟再焖3分钟出锅。	http://www.haodou.com/recipe/273269
拌花菜	以前在沈阳的时候经常吃拌花菜，现在这道小菜和雪绵豆沙一样都快要消失在沈阳大大小小的餐馆菜谱里。酸酸甜甜的特别好吃。	黄瓜, 2根; 腐竹, 70g; 花生米, 100g	辣椒油, 适量; 盐, 适量; 味精, 适量; 白砂糖, 适量; 大蒜, 适量; 白醋, 适量	1. 怕大家不知道我说的腐竹是什么样子的，传了张照片。2. 腐竹用温水或凉水泡发。最快两个小时。3. 凉锅凉油下花生米。4. 花生炸好，晾凉。5. 黄瓜用刀背拍开。再切成小段。6. 黄瓜和腐竹都切小段，大蒜切末。7. 黄瓜和腐竹装入容器，加糖，盐，味精搅拌。8. 加入花生米和蒜末，辣椒油白醋拌匀即成。	http://www.haodou.com/recipe/272104
大丰收	大丰收是东北秋季丰收的时节各种蔬菜都成熟，将多种蔬菜和肉一起炖上一大锅，味道非常的鲜美。这道菜在我们这边有的时候还叫乱炖，是一种土叫法，饭店里的菜名是大丰收，象征好的收成。	五花肉, 300g; 干豆角, 250g; 土豆, 150g; 南瓜, 150g; 玉米, 150g	油, 适量; 盐, 适量; 葱, 适量; 酱油, 适量; 姜, 适量; 大料, 适量	1. 准备材料2. 南瓜玉米切段3. 油烧热4. 先放肉爆炒后，加入葱姜继续炒5. 加入土豆翻炒，放入酱油和大料6. 加入适量的水7. 放入豆角、玉米和南瓜，同时加入适量的盐，然后开炖8. 炖的过程中隔7、8分钟翻炒一下，炖上半个小时后即可享用	http://www.haodou.com/recipe/273759
东北芸豆馅	这些也叫饭豆，但是起菜名还是叫芸豆比较好听。饭豆是从婆婆家带来的，都是自己家园子里种的，婆婆给拿了不少我们三口人也吃不完就想着做成豆馅包豆包吃吧。豆馅我没去皮，要是豆沙的就会很细腻。	饭豆, 500g	白糖, 适量	1. 饭豆洗净放入清水浸泡一晚 2. 这是泡发好的饭豆3. 饭豆放入锅中倒入适量清水 4. 盖上锅盖大火烧开转中火煮熟5. 豆子煮好后捞出，沥干水分 6. 放入白糖7. 捣成豆馅（我是用手揣的）8. 再团成球冷冻即可	http://www.haodou.com/recipe/268585
香辣芥菜头	芥菜头最近成我家的常见小菜了，每天早上喝粥都少不了这小菜，这次做得加了点辣椒丝，带点辣味还挺不错的，此菜凉热皆可，真的很好吃呢。	芥菜头, 2个; 猪肉, 100g	油, 适量; 盐, 适量; 花椒粉, 适量; 酱油, 适量; 干红辣椒, 适量; 葱, 适量; 姜, 适量	1. 芥菜头洗净切丝2. 用清水浸泡10分钟左右3. 瘦猪肉切丝4. 葱切末，姜切片，干红辣椒丝5. 热油锅放入肉丝翻炒 6. 放入辣椒丝炒香 7. 放入葱姜炒香8. 放入芥菜丝翻炒9. 放入适量白糖炒匀 10. 放入适量花椒粉炒匀11. 放入适量酱油炒匀 12. 大火翻炒至芥菜丝变软13. 最后调入鸡精即可	http://www.haodou.com/recipe/268862
五光十色黄金卷	与凉食的干豆卷不同，这道黄金卷是用豆皮卷着炒过的热菜后再煎制而成，属于热菜。但是若放置至微温时，也适合下酒食用，在年宴餐桌上摆放，配酒来吃也是不错滴。 原来还焯了香菇，但一起连做带拍四五样东东忙中就忘了用。不过，这种豆皮卷的制作实在也是丰俭由人，任你喜欢，可以将材料换成蛋皮、肉丝、豆芽、西芹等等均可。只要颜色与营养搭配合理，或是完全合自己心意，那都照样是一道让年宴餐桌闪亮滴美味。 一道色彩鲜丽、营养丰富滴五光十色黄金卷，豆香与蔬菜香完美的融合，金灿灿地登上年夜宴滴餐桌，你，可喜欢？	豆皮, 2张; 豆芽菜, 80g; 胡萝卜, 80g; 芹菜, 80g; 水发黑木耳, 50g	油, 适量; 盐, 适量; 五香粉, 1/4勺; 蒸鱼豉油, 1小勺; 香油, 2小勺; 白糖, 少许; 水淀粉, 少许	1. 将经过水泡发的黑木耳冲洗干净，切丝。2. 芹菜刮去外皮，切成长段，再切成丝。3. 豆芽菜掐去根部，洗净。4. 胡萝卜去皮，洗净，切丝。5. 锅中倒适量油，待油温升高放入五香粉，炒出香味后放入豆芽菜，翻炒。6. 放入胡萝卜丝、芹菜丝，翻炒。7. 放入黑木耳丝、少许盐、蒸鱼豉油、香油、白糖，炒匀。8. 将豆皮切成长方形的大块，取适量炒好的菜码放于豆皮一侧，另一侧抹少许水淀粉。9. 将豆皮左右两侧向内折，包住菜，向前卷，在另一侧的两边未抹到水淀粉的位置再抹一些。10. 将所有菜都用豆皮卷成豆皮卷。11. 煎锅中放入适量油，待油温升高后放入豆皮卷，煎成两面金黄。12. 煎好后斜切一刀，摆入盘中即可。	http://www.haodou.com/recipe/272270
玉米大渣子红豆饭	亲戚家给了自己种的粘玉米渣子，做这个很费时间，但是用阿迪锅就很方便，加了红豆的这粥很香很糯，偶尔吃点粗粮对于健康很有益处的。	玉米大渣子, 700g	红豆, 适量	1. 粘玉米渣子用水洗干净2. 加清水泡一段时间3. 红豆洗净也用水泡上4. 锅中放适量的水，先不盖盖子，水开后，用勺子翻，别让米粒粘锅5. 盖上盖子，用煮饭档煮烂6. 盛出来可以开吃了	http://www.haodou.com/recipe/270328
丹东炒叉子	叉（cha读三声）子是满族的一种小吃，但属于丹东的特产，外地很少见。用玉米面做的。因为很好吃所以现在汉族人也经常做着吃。做法跟面条一样，可以煮可以炒。强烈推荐金元宝旁边的金芒果快餐家的炒叉子，他家的炒饭也是一绝，每天都要排队买。对了，叉子是很细腻的玉米面，属于粗粮。	叉子, 150g	油, 适量; 盐, 适量; 味素, 适量; 大葱, 适量; 洋葱, 适量; 猪里脊肉, 适量; 姜, 适量; 生抽, 适量; 韭菜, 适量	1. 给大家看看叉子是什么样的，丹东的特产。这个是在大连买的。（在大连和沈阳也有卖，但是口感差很多。最好吃的要数丹东论斤称的那种叉子。）2. 锅内烧水，水开下叉子焯烫。3. 出锅倒入容器，倒入盛凉水的容器。4. 大蒜葱姜切末。肉切丝，洋葱和韭菜切小段。5. 锅内烧油，油热爆香葱姜，6. 下入肉丝翻炒。7. 炒变色入少量生抽。8. 加洋葱翻炒。9. 下入叉子翻炒，加盐和味精，翻炒一会，快好的时候加韭菜。10. 准备出锅的时候加蒜末，翻炒几下就可以出锅了。	http://www.haodou.com/recipe/272249
酸菜脊骨炖冻豆腐	好几天没有炖酸菜吃了，冰箱里还有一块冻豆腐正好拿来炖酸菜吃，这次是先把脊骨炖了要不然脊骨上的肉很不容易熟，我儿子很爱啃骨头，这样脊骨的肉炖的很烂，小家伙就啃吧。	酸菜, 1000g; 脊骨, 500g; 冻豆腐, 1块; 粉条, 50g	油, 适量; 盐, 适量; 花椒粉, 适量; 大料, 适量; 葱, 适量; 姜, 适量; 酱油, 适量; 鸡精, 适量	1. 酸菜洗净切丝，放在清水中浸泡10分左右 2. 脊骨洗净3. 锅中坐水焯脊骨 4. 另起锅坐水，放入焯好的脊骨和姜片炖20分左右，连汤盛出备用5. 酸菜挤干水分备用 6. 冻豆腐解冻7. 切葱花姜片8. 热油锅，放入大料、葱花、姜片炒香9. 放入酸菜翻炒 10. 放入适量花椒粉炒匀 11. 倒入适量酱油炒匀12. 倒入脊骨和肉汤 13. 放入冻豆腐 14. 再放入粉条15. 盖上锅盖，炖至粉条熟透16. 放入盐调味 17. 放入蒜末炒匀18. 最后放入鸡精即可	http://www.haodou.com/recipe/269911
酱茄子	很久没有做酱茄子了，原因就是冬天的大棚里的茄子不是很好吃，口感不好。但是买菜的时候看见有紫茄子，又忍不住买了两个，晚饭就做了这盘酱茄子，但是吃起来口感照比夏天的茄子相差的很远，不是很软烂的。记住下次不能买茄子了。	紫茄子, 400g	油, 适量; 盐, 适量; 猪肉丁, 100g; 大葱, 5g; 姜, 3g; 大蒜, 8g; 蒜蓉酱, 3g; 甜面酱, 3g; 鸡精, 3g; 料酒, 5ml	1. 紫茄子洗净；2. 切梭子刀；3. 锅放少量油煎茄子；4. 葱姜蒜备用；5. 肉切丁；6. 锅烧热下入肉丁煸炒，在放入葱姜炒香；7. 依次放入煎好的茄子，加入甜面酱；8. 蒜蓉酱；9. 鸡精；10. 盐调味，放少量热水焖5分钟出锅。11. 装盘后在上面撒上切好的蒜粒。	http://www.haodou.com/recipe/272700
东北熘肥肠	“熘肥肠”是我们东北一道名菜，是以“熘”为主要服饰技巧的菜肴。主料是猪的大肠，风味非常独特，猪肠是用于输送和消化食物的，有很强的韧性，并不象猪肚那样厚，还有适量的脂肪。有的人特别爱吃，有的人则受不了猪大怕的味道敬而远之，因为这道菜非常考验做菜人的手法和耐心，否则做出的味道太臭而影响食用。 此外猪大肠有很大的滋补作用，有润燥、补虚、止渴止血之功效。可用于治疗虚弱口渴、脱肛、痔疮、便血、便秘等症。	猪大肠, 300g	青椒, 1个; 胡萝卜, 半个; 洋葱, 适量	1.  各原料洗净备用。2. 锅内倒入水，冷水下猪大肠，放入葱、姜、蒜、花椒、大料，大火煮沸。3. 水开后，加入料酒，继续煮十多分钟。4.  猪大肠熟后，捞出晾凉，切段。5. 青椒切块6. 胡萝卜切片7. 洋葱切片8. 葱、姜、蒜切丝和片9.  锅内放入油，稍多一些，油热下猪大肠煸炒。 猪大肠颜色变深，有燋燋的感觉时，捞出。10.  锅内留底油，下葱、姜、蒜爆锅。11. 出香味后，下青椒，胡萝卜，元葱煸炒。12.  下猪大肠一同煸炒。13.  放入酱油。 放入酱油。 放入酱油。14. 放入料酒。15.  放入适量盐。16.  放入适量味精。17. 放入水淀粉勾欠，出锅即可。	http://www.haodou.com/recipe/272924
